payment_id,order_id,payment_date,payment_method,amount,status
983,865,2024-02-28 10:38:04,paypal,3092.14,paid
984,866,2023-06-24 23:31:36,paypal,4290.11,paid
985,867,2025-06-15 17:06:27,card,2341.6,refunded
986,868,2025-10-29 12:26:51,card,1009.62,paid
987,869,2023-07-20 21:38:19,wallet,1110.64,paid
988,870,2025-02-09 03:37:34,card,788.49,paid
989,871,2024-10-12 17:22:08,bank_transfer,161.32,failed
990,872,2023-05-18 09:56:50,card,644.68,paid
991,873,2023-02-16 04:06:45,card,238.64,failed
992,873,2023-11-13 07:50:20,paypal,257.9,paid
993,874,2025-03-01 07:36:11,wallet,761.35,refunded
994,875,2024-09-14 02:08:26,card,338.4,paid
995,875,2023-01-08 13:08:30,card,338.4,paid
996,876,2024-08-10 18:30:41,card,366.17,paid
997,877,2023-08-16 07:45:59,paypal,1489.04,paid
998,878,2024-05-16 16:16:02,wallet,63.56,refunded
999,878,2024-07-11 05:02:19,bank_transfer,463.33,paid
1000,879,2025-03-24 12:04:58,card,156.27,refunded
1001,880,2025-12-17 22:27:09,card,1648.46,paid
1002,881,2025-11-05 22:22:43,paypal,1454.88,paid
1003,882,2025-08-21 16:08:48,bank_transfer,2089.44,paid
1004,883,2025-10-21 11:05:37,card,768.43,paid
1005,884,2025-12-31 19:41:00,bank_transfer,2558.82,paid
1006,885,2025-10-21 17:46:15,paypal,1701.99,paid
1007,886,2023-06-29 16:03:40,paypal,2245.98,paid
1008,887,2025-09-29 14:03:57,bank_transfer,1101.33,paid
1009,888,2024-04-29 22:18:07,card,23.05,refunded
1010,888,2024-06-14 05:38:33,card,57.8,paid
1011,889,2025-07-20 06:19:46,paypal,3314.06,paid
1012,890,2024-07-17 09:03:33,bank_transfer,652.5,failed
1013,891,2023-12-07 21:47:36,bank_transfer,5765.79,paid
1014,892,2023-12-28 06:20:21,card,436.77,paid
1015,893,2025-05-19 11:38:14,card,2846.5,paid
1016,894,2024-03-20 18:35:38,bank_transfer,2898.33,paid
1017,895,2024-02-12 21:17:22,card,4380.15,paid
1018,896,2023-07-13 13:33:12,card,2059.16,paid
1019,897,2025-03-28 21:15:48,card,1624.04,paid
1020,898,2025-02-14 01:06:45,paypal,3389.94,paid
1021,899,2025-03-03 16:47:45,card,359.65,refunded
1022,900,2025-03-23 09:30:03,card,161.56,paid
1023,901,2023-10-09 17:02:34,card,1487.75,paid
1024,902,2025-08-27 05:21:24,card,3286.41,paid
1025,903,2024-09-20 17:44:42,card,1269.28,paid
1026,904,2023-01-29 06:45:05,paypal,895.14,paid
1027,904,2025-12-12 10:27:29,card,558.37,refunded
1028,905,2025-12-24 17:08:13,paypal,2694.7,paid
1029,906,2025-12-26 04:08:57,card,465.0,paid
1030,907,2023-12-22 23:13:03,paypal,1629.95,paid
1031,908,2023-07-06 22:20:50,card,4514.83,paid
1032,909,2025-06-17 12:23:32,paypal,457.06,paid
1033,910,2023-01-02 03:32:42,card,202.11,paid
1034,911,2025-09-11 07:14:46,card,2030.39,paid
1035,912,2023-06-15 10:15:15,card,2745.58,refunded
1036,913,2025-05-24 05:56:47,card,1493.16,paid
1037,914,2023-12-04 14:20:05,wallet,2584.48,paid
1038,915,2025-02-02 18:19:45,card,242.25,paid
1039,916,2023-10-16 17:51:53,paypal,1550.54,paid
1040,917,2023-10-22 09:46:56,wallet,1696.87,paid
1041,917,2024-05-18 10:59:46,paypal,1696.87,paid
1042,918,2023-02-28 12:22:45,paypal,2113.9,paid
1043,919,2023-06-29 05:30:10,paypal,533.49,paid
1044,919,2023-12-28 18:54:47,paypal,274.32,chargeback
1045,920,2023-01-25 01:31:59,paypal,1409.19,paid
1046,921,2024-07-31 05:56:10,bank_transfer,1757.43,paid
1047,922,2025-01-03 01:13:00,bank_transfer,1868.54,paid
1048,923,2023-03-29 07:04:43,card,2400.85,paid
1049,924,2023-05-20 00:42:35,paypal,3874.22,paid
1050,925,2023-05-16 04:11:24,card,4431.19,paid
1051,926,2025-05-30 04:52:10,bank_transfer,1469.83,paid
1052,927,2025-09-14 21:54:16,card,614.86,refunded
1053,928,2023-07-21 23:27:57,wallet,3087.85,refunded
1054,929,2023-09-12 22:31:20,card,3166.5,paid
1055,930,2024-09-28 07:54:16,card,3559.5,refunded
1056,931,2023-12-25 09:32:53,card,1200.01,chargeback
1057,932,2024-09-11 23:41:20,card,3541.9,paid
1058,933,2025-01-01 17:29:03,bank_transfer,3277.73,paid
1059,934,2024-06-10 15:02:24,card,4178.45,paid
1060,935,2025-04-21 22:20:31,card,1896.99,refunded
1061,936,2024-07-18 20:18:02,card,32.46,failed
1062,937,2023-03-30 23:53:43,card,115.39,failed
1063,938,2024-05-03 09:24:15,card,2571.9,paid
1064,939,2025-09-13 03:03:41,card,1135.63,paid
1065,940,2023-12-13 18:35:12,card,2419.94,paid
1066,941,2023-11-30 23:21:54,paypal,908.72,failed
1067,942,2025-10-08 20:42:27,wallet,542.43,paid
1068,943,2025-06-29 18:44:29,card,605.99,failed
1069,944,2024-08-26 22:31:36,card,2851.81,paid
1070,945,2025-11-19 03:09:23,bank_transfer,1305.48,failed
1071,946,2024-09-13 09:07:57,card,2401.93,paid
1072,947,2024-12-10 16:22:45,card,82.98,failed
1073,948,2023-11-17 07:29:32,card,829.43,chargeback
1074,949,2023-05-09 05:21:52,paypal,1880.44,refunded
1075,950,2025-10-27 12:24:17,card,1776.74,paid
1076,951,2025-02-28 07:22:34,paypal,2690.38,paid
1077,952,2024-05-24 06:16:49,card,3725.89,paid
1078,953,2025-10-20 14:01:39,card,2088.76,paid
1079,954,2025-07-09 21:49:34,paypal,1523.94,paid
1080,954,2024-10-05 06:57:35,card,1523.94,paid
1081,955,2024-01-12 21:52:51,paypal,286.3,paid
1082,956,2023-04-28 23:22:26,paypal,27.61,failed
1083,957,2025-08-23 05:29:41,wallet,6965.14,paid
1084,958,2024-08-31 14:32:09,paypal,299.26,paid
1085,958,2024-01-30 06:30:04,wallet,299.26,paid
1086,959,2024-05-05 02:42:58,card,3384.36,paid
1087,960,2024-08-31 12:52:44,card,1392.95,paid
1088,960,2023-11-16 10:52:31,card,1392.95,paid
1089,961,2025-02-19 12:15:12,card,2551.15,paid
1090,962,2024-05-25 14:53:31,card,605.15,paid
1091,963,2025-06-23 07:17:28,paypal,2176.21,paid
1092,964,2024-08-15 18:01:03,paypal,3419.15,paid
1093,965,2024-03-14 15:26:48,card,927.76,refunded
1094,966,2024-10-02 01:09:45,card,202.44,refunded
1095,966,2023-06-25 06:39:53,card,136.92,paid
1096,967,2023-08-20 18:21:57,paypal,1758.96,paid
1097,968,2023-02-24 19:40:13,wallet,1029.28,paid
1098,969,2023-12-14 10:04:52,card,223.16,failed
1099,969,2024-12-24 23:11:05,card,993.44,paid
1100,970,2025-05-27 22:27:24,card,2931.57,refunded
1101,971,2024-08-26 09:13:27,card,1067.55,refunded
1102,971,2025-07-21 08:20:59,card,592.29,paid
1103,972,2024-10-25 16:41:14,card,3226.3,paid
1104,973,2024-06-14 06:54:13,bank_transfer,456.5,paid
1105,974,2024-10-31 14:27:19,card,565.95,paid
1106,975,2023-01-14 13:27:22,wallet,2510.2,paid
1107,976,2024-09-12 20:20:42,card,919.93,refunded
1108,977,2024-07-17 16:04:07,wallet,3047.84,paid
1109,978,2025-07-18 17:16:03,wallet,4220.62,paid
1110,979,2024-09-30 21:51:55,card,2123.21,paid
1111,980,2025-05-28 12:13:34,bank_transfer,1013.36,paid
1112,981,2025-02-10 15:36:26,bank_transfer,914.62,paid
1113,982,2025-08-13 06:37:36,card,1035.06,failed
1114,983,2023-08-04 17:20:22,card,313.51,paid
1115,984,2025-07-18 21:24:56,card,876.7,paid
1116,985,2025-10-19 04:12:31,paypal,5273.59,paid
1117,986,2023-05-18 03:50:19,wallet,4035.12,refunded
1118,987,2023-06-25 07:19:01,card,1568.95,paid
1119,987,2025-04-30 05:11:50,card,1568.95,paid
1120,988,2023-03-24 08:37:18,card,920.51,paid
1121,988,2025-04-09 13:41:42,bank_transfer,920.51,paid
1122,989,2025-02-15 03:01:56,card,1609.34,paid
1123,990,2023-01-11 10:46:32,paypal,1533.66,paid
1124,991,2023-12-07 07:33:32,paypal,30.76,refunded
1125,991,2025-03-21 16:51:46,card,700.09,paid
1126,992,2025-12-24 02:44:37,card,53.77,chargeback
1127,993,2023-12-22 07:47:58,card,418.08,failed
1128,994,2024-04-03 19:42:17,card,3083.56,paid
1129,995,2024-04-19 03:29:12,card,335.47,paid
1130,996,2023-12-06 15:22:56,card,861.81,paid
1131,997,2023-03-20 22:07:15,bank_transfer,837.07,paid
1132,998,2023-07-15 00:24:19,card,429.22,refunded
1133,999,2023-11-02 21:52:50,wallet,1647.8,refunded
1134,1000,2023-09-25 11:36:26,card,3897.63,paid
1135,1001,2023-03-06 19:20:33,card,3628.51,paid
1136,1002,2024-12-13 10:50:42,paypal,736.97,paid
1137,1003,2025-05-20 01:32:03,card,3346.63,paid
1138,1004,2023-11-05 06:14:24,card,26.97,failed
1139,1005,2023-08-22 01:56:45,paypal,3406.42,paid
1140,1006,2024-04-07 20:30:44,paypal,128.26,refunded
1141,1007,2024-05-08 06:22:06,card,2138.71,paid
1142,1008,2023-10-16 10:44:31,card,1753.72,paid
1143,1009,2025-05-23 11:41:07,card,1213.66,paid
1144,1009,2023-05-12 20:27:40,paypal,1213.66,paid
1145,1010,2025-04-06 14:43:38,card,2322.15,chargeback
1146,1011,2024-02-12 21:40:45,paypal,4234.38,paid
1147,1012,2025-12-05 23:45:41,card,2424.95,paid
1148,1013,2025-07-10 21:17:20,paypal,1708.12,paid
1149,1013,2025-09-25 23:12:53,card,1210.12,refunded
1150,1014,2024-12-28 04:20:00,card,1272.2,paid
1151,1015,2023-01-08 09:44:03,bank_transfer,224.93,paid
1152,1016,2023-12-15 03:01:03,card,187.84,paid
1153,1017,2023-03-07 05:11:59,card,1253.1,paid
1154,1017,2025-05-30 19:19:19,wallet,1253.1,paid
1155,1018,2023-09-06 04:59:54,card,713.86,failed
1156,1018,2023-01-10 17:39:20,card,1340.02,paid
1157,1019,2025-07-17 17:32:12,paypal,1975.71,paid
1158,1020,2023-08-14 02:21:15,card,838.62,refunded
1159,1021,2023-04-16 05:58:38,card,1759.24,paid
1160,1022,2025-03-27 11:12:06,card,963.83,paid
1161,1023,2025-09-18 07:22:48,card,851.2,paid
1162,1024,2023-03-29 03:44:30,card,1996.38,paid
1163,1025,2024-02-22 07:52:52,paypal,8285.87,paid
1164,1026,2023-01-21 10:54:02,card,511.28,paid
1165,1027,2024-12-05 22:39:39,card,1401.7,paid
1166,1028,2023-11-15 17:18:04,card,1025.23,paid
1167,1029,2024-05-02 20:04:25,wallet,5356.77,paid
1168,1030,2024-07-20 09:57:06,paypal,4400.81,paid
1169,1031,2023-07-01 12:56:23,paypal,2305.97,paid
1170,1032,2024-01-24 01:37:14,card,1174.45,paid
1171,1033,2025-07-22 06:52:19,bank_transfer,2008.87,paid
1172,1034,2025-02-23 13:36:33,wallet,4113.46,paid
1173,1035,2024-05-28 01:26:25,card,632.96,failed
1174,1036,2023-07-29 03:21:08,paypal,1028.12,failed
1175,1037,2023-07-26 21:00:35,wallet,4063.19,paid
1176,1038,2023-04-25 06:54:35,bank_transfer,1.37,failed
1177,1039,2023-09-04 14:44:00,card,3090.35,paid
1178,1040,2025-05-29 00:37:41,card,3288.96,paid
1179,1041,2024-05-13 04:41:09,card,722.98,failed
1180,1042,2023-02-26 07:51:47,card,597.24,paid
1181,1043,2025-11-15 02:01:03,bank_transfer,1974.76,paid
1182,1044,2025-08-03 18:22:00,paypal,685.66,failed
1183,1045,2025-05-06 19:59:38,bank_transfer,4094.99,paid
1184,1046,2025-01-26 00:10:01,card,728.06,paid
1185,1046,2023-01-19 19:39:00,paypal,728.06,paid
1186,1047,2025-10-31 07:49:43,card,2112.09,paid
1187,1048,2025-08-10 10:48:55,card,3281.34,paid
1188,1049,2023-08-06 23:14:16,card,3308.99,paid
1189,1050,2024-02-17 19:46:56,paypal,1790.0,paid
1190,1051,2025-02-07 10:22:52,card,2229.67,paid
1191,1052,2024-07-20 01:48:41,paypal,970.12,paid
1192,1053,2025-12-08 08:07:13,paypal,396.11,failed
1193,1054,2025-08-08 07:03:06,paypal,1062.21,paid
1194,1055,2024-06-17 04:20:20,wallet,118.04,paid
1195,1056,2025-09-19 07:57:25,paypal,4184.6,paid
1196,1057,2023-01-24 23:49:32,card,267.57,paid
1197,1057,2023-10-20 04:05:47,card,267.57,paid
1198,1058,2024-06-14 15:47:03,card,2716.5,paid
1199,1059,2024-06-06 06:27:55,paypal,691.26,paid
1200,1059,2024-11-27 17:44:30,paypal,691.26,paid
1201,1060,2024-07-04 20:48:40,card,2830.4,paid
1202,1061,2023-10-05 20:12:36,card,1408.16,paid
1203,1062,2024-04-30 06:32:00,card,4567.51,paid
1204,1063,2023-07-11 20:45:51,card,2542.05,refunded
1205,1064,2024-09-13 18:26:57,card,941.84,failed
1206,1065,2023-09-24 09:03:30,card,848.94,paid
1207,1065,2023-01-29 08:21:28,bank_transfer,848.94,paid
1208,1066,2023-10-29 19:32:07,card,1490.16,paid
1209,1067,2023-02-22 11:17:38,paypal,4867.1,paid
1210,1068,2023-08-25 08:11:08,card,2499.53,paid
1211,1069,2024-08-31 18:26:38,wallet,108.18,refunded
1212,1069,2025-05-11 02:55:16,card,199.82,paid
1213,1070,2023-06-13 13:34:37,wallet,245.99,paid
1214,1070,2024-09-05 07:47:26,card,245.99,paid
1215,1071,2023-03-05 09:44:52,card,2939.79,paid
1216,1072,2024-03-11 06:50:22,card,1936.62,paid
1217,1073,2024-06-11 20:19:05,bank_transfer,417.46,paid
1218,1073,2024-07-10 02:35:31,card,417.46,paid
1219,1074,2025-02-07 04:17:59,card,3136.58,paid
1220,1075,2023-10-28 23:33:30,card,448.58,paid
1221,1075,2023-08-19 13:52:07,card,448.58,paid
1222,1076,2024-04-19 09:50:19,card,2115.02,paid
1223,1077,2023-12-17 09:39:35,wallet,2622.58,paid
1224,1077,2025-12-30 07:08:22,card,2622.58,paid
1225,1078,2024-06-15 23:04:23,card,3080.48,paid
1226,1079,2023-09-17 04:02:10,card,1073.58,paid
1227,1080,2024-09-30 09:31:09,card,1104.52,paid
1228,1081,2023-06-19 17:10:11,card,1181.7,paid
1229,1082,2025-07-24 22:36:01,card,761.56,paid
1230,1083,2024-07-18 03:08:19,card,1298.17,refunded
1231,1084,2024-04-18 17:22:44,card,2531.34,paid
1232,1085,2025-02-17 18:26:06,card,1030.02,paid
1233,1086,2025-08-24 21:44:57,card,1304.78,refunded
1234,1087,2024-10-29 17:46:23,paypal,244.4,paid
1235,1088,2023-12-10 04:07:33,paypal,629.99,failed
1236,1089,2025-07-20 08:19:15,bank_transfer,2835.37,paid
1237,1090,2023-05-28 03:41:55,card,1664.13,paid
1238,1091,2025-06-12 11:23:09,card,524.27,paid
1239,1092,2024-07-14 11:33:33,card,940.69,paid
1240,1093,2024-07-16 10:28:06,card,5690.07,paid
1241,1094,2023-06-28 09:16:08,card,1191.15,paid
1242,1094,2025-10-04 07:17:28,card,2207.33,refunded
1243,1095,2023-01-30 07:28:35,card,2683.28,paid
1244,1096,2023-09-21 03:04:25,paypal,2110.98,failed
1245,1097,2025-08-11 04:08:47,card,4138.04,paid
1246,1098,2024-04-10 20:30:21,paypal,643.62,paid
1247,1099,2024-09-19 15:49:05,card,2120.0,paid
1248,1100,2023-07-18 18:27:48,card,1850.69,paid
1249,1101,2023-10-20 22:00:26,card,253.34,paid
1250,1101,2025-10-07 21:29:05,card,253.34,paid
1251,1102,2023-05-30 02:28:50,bank_transfer,2086.47,refunded
1252,1103,2024-08-23 00:40:37,paypal,1061.31,paid
1253,1103,2025-10-05 17:43:14,card,2118.23,refunded
1254,1104,2024-06-05 13:41:29,wallet,2286.28,paid
1255,1105,2024-07-27 03:55:47,card,854.84,paid
1256,1105,2024-07-25 03:56:52,paypal,854.84,paid
1257,1106,2025-04-15 11:40:26,card,864.12,paid
1258,1107,2025-06-01 12:12:45,wallet,1858.43,paid
1259,1108,2024-02-06 19:22:13,wallet,28.42,failed
1260,1108,2025-05-29 01:08:58,card,593.44,paid
1261,1109,2025-12-29 14:44:15,card,226.65,paid
1262,1110,2023-10-13 10:55:27,card,4543.99,paid
1263,1111,2024-01-30 13:36:43,card,569.87,paid
1264,1111,2024-01-30 05:10:06,card,569.87,paid
1265,1112,2025-08-19 07:14:46,card,2915.62,refunded
1266,1113,2025-04-14 08:10:53,paypal,1491.3,refunded
1267,1114,2025-02-01 07:25:54,card,543.38,paid
1268,1115,2025-12-11 20:18:53,card,2134.6,paid
1269,1116,2024-03-19 09:53:13,bank_transfer,586.93,paid
1270,1116,2024-09-30 11:22:15,card,586.93,paid
1271,1117,2024-07-17 20:14:07,card,3341.0,paid
1272,1118,2025-06-06 02:23:23,card,712.62,paid
1273,1118,2023-04-05 00:53:16,paypal,712.62,paid
1274,1119,2023-01-15 04:13:20,card,926.12,refunded
1275,1119,2023-06-24 18:59:51,paypal,755.37,paid
1276,1120,2024-01-09 13:06:22,card,3210.56,paid
1277,1121,2024-01-12 05:01:36,wallet,4394.27,paid
1278,1122,2025-10-23 08:11:19,card,2795.58,paid
1279,1123,2023-12-14 19:44:05,card,526.26,paid
1280,1124,2023-10-04 16:45:34,bank_transfer,1148.67,refunded
1281,1125,2025-03-17 01:33:02,paypal,323.12,paid
1282,1126,2023-01-28 14:17:32,bank_transfer,1062.31,paid
1283,1127,2024-07-04 00:56:16,paypal,5258.86,paid
1284,1128,2024-01-28 00:51:43,card,688.75,refunded
1285,1129,2025-09-22 06:59:41,card,479.7,refunded
1286,1130,2023-09-15 19:49:09,card,2291.01,paid
1287,1131,2024-04-07 01:05:46,card,2.62,failed
1288,1132,2024-05-28 08:15:53,card,3073.24,paid
1289,1133,2023-02-05 05:53:08,card,2644.07,paid
1290,1134,2025-02-27 23:54:34,paypal,3549.49,paid
1291,1135,2023-03-12 22:31:04,paypal,3306.39,paid
1292,1136,2024-04-11 20:58:02,bank_transfer,1282.5,paid
1293,1136,2024-05-20 01:06:03,card,1228.08,chargeback
1294,1137,2025-08-04 05:46:14,paypal,1513.83,paid
1295,1138,2023-09-04 20:54:56,card,5131.87,paid
1296,1139,2023-09-16 05:07:52,paypal,260.38,failed
1297,1139,2025-02-13 10:34:24,card,1737.6,paid
1298,1140,2023-09-09 05:53:10,card,3215.2,paid
1299,1141,2024-12-02 06:22:55,wallet,3985.96,paid
1300,1142,2024-08-13 13:38:03,card,937.97,paid
1301,1142,2025-10-06 19:52:56,card,937.97,paid
1302,1143,2024-11-04 05:38:55,bank_transfer,19.89,refunded
1303,1144,2024-02-25 07:32:46,paypal,1278.98,paid
1304,1145,2025-03-27 18:31:41,paypal,3956.6,paid
1305,1146,2025-06-20 08:21:19,paypal,477.13,paid
1306,1147,2024-09-11 09:07:05,paypal,900.31,refunded
1307,1148,2024-01-05 20:13:54,wallet,36.78,paid
1308,1148,2023-10-23 16:32:11,card,35.09,refunded
1309,1149,2023-08-11 21:47:46,wallet,1708.38,paid
1310,1150,2025-12-11 01:02:03,card,2751.9,paid
1311,1151,2023-01-10 04:47:19,bank_transfer,3750.57,paid
1312,1152,2023-05-29 18:31:19,card,2257.7,paid
1313,1152,2024-03-14 07:27:20,card,2257.7,paid
1314,1153,2023-11-06 06:03:12,card,1201.02,refunded
1315,1154,2025-03-27 04:42:05,card,2671.08,paid
1316,1155,2025-11-25 03:44:24,card,1645.19,paid
1317,1156,2023-08-30 07:18:00,card,10.93,failed
1318,1157,2024-02-17 02:16:47,paypal,855.48,failed
1319,1158,2024-04-20 23:26:18,card,743.2,paid
1320,1159,2025-07-24 11:07:16,card,2205.29,paid
1321,1160,2025-06-26 04:05:33,bank_transfer,139.72,paid
1322,1161,2023-10-14 13:42:24,card,813.89,paid
1323,1162,2025-09-01 00:03:07,card,806.76,refunded
1324,1162,2024-01-24 08:38:48,card,432.26,paid
1325,1163,2024-01-26 14:50:39,card,3691.37,paid
1326,1163,2023-06-27 07:59:28,card,4007.58,refunded
1327,1164,2023-02-18 12:42:34,card,615.2,paid
1328,1165,2025-01-23 07:38:46,card,1130.87,failed
1329,1166,2025-04-11 13:07:39,card,3184.11,paid
1330,1167,2023-10-19 20:47:55,card,6150.96,paid
1331,1168,2025-08-14 16:02:04,card,318.83,paid
1332,1168,2023-04-27 07:03:16,card,318.83,paid
1333,1169,2023-01-23 12:01:34,card,3656.33,paid
1334,1170,2023-12-02 12:57:38,card,472.15,paid
1335,1171,2025-05-25 04:52:23,card,2024.87,paid
1336,1172,2025-12-29 01:39:57,card,929.82,refunded
1337,1173,2023-09-03 21:45:09,card,1430.42,paid
1338,1174,2023-07-27 22:39:24,card,123.93,refunded
1339,1175,2023-07-11 12:09:27,card,1156.66,paid
1340,1176,2023-06-03 09:44:00,paypal,3609.04,paid
1341,1177,2023-12-26 05:02:53,paypal,2134.19,paid
1342,1178,2023-05-18 18:57:33,card,707.29,failed
1343,1179,2024-11-12 22:48:43,card,1462.87,paid
1344,1179,2024-07-26 20:33:45,card,1462.87,paid
1345,1180,2024-08-01 15:36:41,card,3246.52,paid
1346,1181,2024-02-18 13:50:44,paypal,1990.3,paid
1347,1182,2025-02-21 14:17:07,card,5949.54,paid
1348,1183,2024-12-03 07:24:53,card,1803.16,paid
1349,1184,2025-04-05 15:15:04,paypal,55.14,refunded
1350,1185,2023-11-27 13:11:32,paypal,236.64,paid
1351,1186,2023-08-13 20:35:45,card,2011.26,refunded
1352,1187,2024-06-21 05:28:51,card,2208.57,paid
1353,1188,2023-09-09 07:36:08,bank_transfer,1329.96,paid
1354,1189,2024-06-16 07:59:42,bank_transfer,3084.27,paid
1355,1190,2023-12-20 04:26:40,card,1533.62,paid
1356,1191,2024-04-24 19:06:32,card,2797.15,paid
1357,1192,2025-06-23 17:32:58,wallet,1705.37,paid
1358,1193,2023-10-14 19:38:25,paypal,3833.4,paid
1359,1194,2024-10-27 04:54:58,card,766.03,refunded
1360,1195,2023-11-01 08:09:18,bank_transfer,1841.02,paid
1361,1195,2025-05-01 16:13:04,card,1841.02,paid
1362,1196,2025-01-12 11:47:22,paypal,661.93,refunded
1363,1197,2025-11-27 06:15:33,bank_transfer,6978.39,paid
1364,1198,2024-04-13 08:55:23,paypal,2326.88,paid
1365,1199,2024-07-21 12:41:47,card,3768.54,paid
1366,1200,2023-11-27 06:00:44,bank_transfer,2968.88,refunded
1367,1201,2023-01-30 12:37:32,card,3503.36,paid
1368,1202,2024-12-24 20:05:59,paypal,342.7,failed
1369,1202,2024-02-15 23:18:13,card,1382.27,paid
1370,1203,2023-04-22 15:55:26,card,210.32,failed
1371,1204,2023-10-28 18:02:32,wallet,3940.06,paid
1372,1205,2023-12-11 10:40:15,paypal,1776.22,paid
1373,1205,2025-10-23 23:03:04,card,1776.22,paid
1374,1206,2025-08-14 09:33:09,paypal,401.28,failed
1375,1206,2024-08-10 02:11:11,card,460.01,paid
1376,1207,2023-01-06 15:41:48,card,2691.64,paid
1377,1208,2024-07-23 02:35:48,bank_transfer,2342.86,paid
1378,1209,2025-10-28 08:37:12,card,2779.66,paid
1379,1210,2024-02-06 14:54:59,card,2441.03,paid
1380,1211,2024-10-05 19:38:00,card,1924.56,paid
1381,1212,2024-06-24 22:03:51,paypal,130.39,refunded
1382,1213,2025-06-14 07:13:35,card,179.93,failed
1383,1214,2023-05-28 15:57:06,card,4100.48,paid
1384,1215,2024-08-24 12:48:41,paypal,2236.6,paid
1385,1215,2024-04-12 10:41:23,bank_transfer,2236.6,paid
1386,1216,2023-05-27 10:43:29,card,284.71,paid
1387,1216,2023-02-28 21:12:28,card,284.71,paid
1388,1217,2024-03-22 03:03:30,card,94.59,failed
1389,1218,2025-02-14 06:35:29,card,3949.39,paid
1390,1219,2024-05-05 17:01:24,card,6955.31,paid
1391,1220,2023-08-23 02:21:10,card,2089.89,paid
1392,1221,2025-10-11 02:19:09,card,2472.82,paid
1393,1222,2023-11-02 21:41:25,card,1581.82,refunded
1394,1223,2025-08-07 14:27:16,card,1259.43,failed
1395,1224,2025-11-20 15:27:37,paypal,697.2,paid
1396,1225,2024-10-26 05:18:54,paypal,1594.96,paid
1397,1226,2023-12-16 23:37:24,paypal,1588.9,paid
1398,1227,2023-05-13 17:35:18,card,1447.17,paid
1399,1228,2023-11-01 23:33:24,card,2364.32,paid
1400,1229,2025-12-09 18:52:41,card,169.2,paid
1401,1229,2023-08-03 21:04:07,card,150.41,chargeback
1402,1230,2024-07-19 07:23:38,card,779.92,refunded
1403,1231,2023-02-24 06:42:11,card,729.83,failed
1404,1232,2023-09-16 01:14:20,card,3723.48,paid
1405,1233,2025-03-05 06:21:03,card,2078.5,paid
1406,1234,2023-07-19 00:52:04,card,3089.07,paid
1407,1235,2023-07-25 05:07:25,paypal,723.08,paid
1408,1236,2024-07-05 11:32:56,wallet,1119.27,paid
1409,1237,2023-09-04 01:02:21,card,5055.16,paid
1410,1238,2024-12-13 11:06:48,card,19.06,failed
1411,1239,2024-05-17 05:29:10,paypal,4716.5,paid
1412,1240,2024-05-29 01:53:52,bank_transfer,2900.14,paid
1413,1241,2023-05-11 02:15:24,wallet,1182.04,paid
1414,1242,2024-04-14 00:38:46,wallet,4508.49,paid
1415,1243,2023-04-01 03:08:39,card,1423.13,failed
1416,1244,2025-10-18 12:19:58,card,615.47,paid
1417,1244,2025-08-21 04:20:51,card,615.47,paid
1418,1245,2025-10-17 11:48:31,wallet,1227.89,paid
1419,1246,2025-02-03 11:17:05,card,1636.39,paid
1420,1247,2024-11-20 12:35:18,card,1710.25,paid
1421,1247,2024-11-04 17:16:29,bank_transfer,1710.25,paid
1422,1248,2025-09-05 17:51:16,paypal,3447.38,paid
1423,1249,2025-05-20 12:33:22,paypal,66.5,chargeback
1424,1250,2024-02-12 20:34:06,card,1709.44,paid
1425,1251,2025-04-07 18:10:59,card,15.09,failed
1426,1252,2024-02-03 06:21:23,paypal,45.1,failed
1427,1253,2025-06-12 22:35:27,paypal,1550.24,paid
1428,1253,2023-03-12 04:48:40,paypal,1550.24,paid
1429,1254,2024-02-17 07:06:53,wallet,418.76,paid
1430,1255,2025-03-23 11:32:21,card,1369.56,paid
1431,1256,2023-10-01 01:58:53,wallet,2723.53,chargeback
1432,1257,2023-03-02 00:34:13,card,1260.0,paid
1433,1258,2025-10-03 00:13:04,card,2863.14,paid
1434,1259,2025-09-03 03:14:45,bank_transfer,72.74,failed
1435,1260,2024-11-07 19:34:05,card,1355.4,paid
1436,1261,2023-08-18 11:48:12,bank_transfer,2104.51,paid
1437,1262,2024-07-06 16:45:00,card,2435.17,paid
1438,1263,2025-01-27 04:06:56,card,974.41,failed
1439,1264,2023-03-25 06:55:59,bank_transfer,1466.2,paid
1440,1265,2024-05-20 03:56:45,card,2838.37,paid
1441,1266,2024-08-21 18:32:58,card,5772.7,paid
1442,1267,2023-04-05 22:37:52,card,2966.08,paid
1443,1268,2023-09-22 10:42:42,card,1473.27,refunded
1444,1269,2024-03-31 21:21:09,card,3437.35,paid
1445,1270,2023-04-12 12:12:35,card,819.94,refunded
1446,1271,2024-07-03 23:01:20,wallet,3912.59,paid
1447,1272,2024-04-06 12:55:06,paypal,356.73,paid
1448,1273,2023-09-26 19:01:14,card,3129.02,refunded
1449,1274,2024-04-30 20:47:19,card,5043.36,paid
1450,1275,2024-06-14 17:52:33,card,2564.2,paid
1451,1276,2023-04-08 08:15:36,card,2773.45,paid
1452,1276,2024-03-19 18:54:59,card,2773.45,paid
1453,1277,2023-01-26 08:06:19,card,120.0,failed
1454,1278,2025-12-12 01:48:34,card,450.15,failed
1455,1278,2023-07-11 18:44:03,card,3084.62,paid
