order_item_id,order_id,product_id,quantity,unit_price,line_amount
2674,905,15,2,67.37,133.74
2675,905,181,2,329.56,659.12
2676,905,71,2,461.42,922.84
2677,906,157,2,232.5,465.0
2678,907,97,1,126.5,126.5
2679,907,83,2,15.57,31.14
2680,907,27,2,424.95,849.9
2681,907,218,2,261.15,522.3
2682,907,28,3,33.37,100.11
2683,908,56,4,531.17,2124.68
2684,908,132,2,599.39,1198.78
2685,908,152,3,564.34,1693.02
2686,909,207,2,240.56,481.12
2687,910,15,3,67.37,202.11
2688,911,192,1,209.03,209.03
2689,911,61,1,444.06,444.06
2690,911,68,2,575.07,1150.14
2691,911,86,1,452.76,452.76
2692,912,228,3,551.86,1655.58
2693,912,225,3,558.36,1675.08
2694,912,227,1,427.38,427.38
2695,912,246,3,337.89,1013.67
2696,912,103,3,338.4,1015.2
2697,913,178,1,542.43,542.43
2698,913,256,1,253.31,253.31
2699,913,156,2,348.71,697.42
2700,914,154,4,539.09,2156.36
2701,914,200,2,380.78,761.56
2702,914,139,3,40.88,122.64
2703,915,122,1,242.25,242.25
2704,916,60,4,456.04,1824.16
2705,917,130,2,517.28,1034.56
2706,917,61,4,444.06,1776.24
2707,917,200,2,380.78,761.56
2708,918,180,1,388.34,388.34
2709,918,50,4,431.39,1725.56
2710,919,142,4,187.77,751.08
2711,919,164,3,168.06,504.18
2712,920,197,3,95.47,286.41
2713,920,8,2,94.41,188.82
2714,920,242,1,466.86,466.86
2715,920,215,2,109.57,219.14
2716,920,5,2,123.98,247.96
2717,921,250,3,412.89,1238.67
2718,921,110,1,176.77,176.77
2719,921,11,1,161.56,161.56
2720,921,37,1,375.7,375.7
2721,922,222,3,591.8,1775.4
2722,922,140,2,46.57,93.14
2723,923,145,1,252.82,252.82
2724,923,202,2,535.78,1071.56
2725,923,160,1,471.16,471.16
2726,923,249,4,150.87,603.48
2727,923,82,1,425.51,425.51
2728,924,136,4,437.36,1749.44
2729,924,258,2,475.08,950.16
2730,924,209,1,104.92,104.92
2731,924,158,2,40.53,81.06
2732,924,113,2,494.32,988.64
2733,925,232,2,244.4,488.8
2734,925,93,3,550.61,1651.83
2735,925,238,2,62.92,124.84
2736,925,7,4,437.74,1750.96
2737,925,135,4,103.69,414.76
2738,926,77,3,544.38,1633.14
2739,927,227,3,427.38,1282.14
2740,928,133,4,153.34,613.36
2741,928,194,1,500.87,500.87
2742,928,115,4,447.5,1790.0
2743,928,55,4,546.65,2186.6
2744,929,127,4,478.46,1913.84
2745,929,250,1,412.89,412.89
2746,929,97,2,126.5,253.0
2747,929,251,2,226.42,452.84
2748,929,172,1,133.93,133.93
2749,930,136,2,437.36,874.72
2750,930,44,4,407.35,1629.4
2751,930,79,2,352.15,704.3
2752,930,11,3,161.56,484.68
2753,930,26,2,262.62,525.24
2754,931,161,2,387.52,775.04
2755,931,69,2,253.34,506.68
2756,931,122,2,242.25,484.5
2757,931,11,3,161.56,484.68
2758,932,216,1,498.45,498.45
2759,932,147,4,318.11,1272.44
2760,932,199,2,595.74,1191.48
2761,932,176,2,309.23,618.46
2762,932,47,1,354.62,354.62
2763,933,82,2,425.51,851.02
2764,933,183,4,361.23,1444.92
2765,933,5,1,123.98,123.98
2766,933,102,1,547.33,547.33
2767,933,112,4,77.62,310.48
2768,934,35,4,318.5,1274.0
2769,934,112,1,77.62,77.62
2770,934,249,4,150.87,603.48
2771,934,188,4,591.16,2364.64
2772,934,173,2,161.49,322.98
2773,935,159,1,183.98,183.98
2774,935,26,4,262.62,1050.48
2775,935,221,1,26.22,26.22
2776,935,135,2,103.69,207.38
2777,935,16,4,268.26,1073.04
2778,936,237,2,29.96,59.92
2779,936,143,2,353.43,706.86
2780,936,227,2,427.38,854.76
2781,936,129,4,10.02,40.08
2782,937,68,3,575.07,1725.21
2783,938,37,1,375.7,375.7
2784,938,248,4,17.88,71.52
2785,938,56,4,531.17,2124.68
2786,939,27,1,424.95,423.95
2787,939,60,2,456.04,912.08
2788,940,6,1,522.36,522.36
2789,940,55,3,546.65,1639.95
2790,940,15,3,67.37,202.11
2791,940,72,2,162.2,324.4
2792,941,153,4,519.5,2078.0
2793,941,151,3,163.57,490.71
2794,942,178,1,542.43,542.43
2795,943,156,2,348.71,697.42
2796,943,250,4,412.89,1651.56
2797,943,173,3,161.49,484.47
2798,943,215,4,109.57,438.28
2799,944,174,4,75.86,303.44
2800,944,225,1,558.36,558.36
2801,944,181,4,329.56,1318.24
2802,944,113,2,494.32,988.64
2803,945,32,4,31.57,126.28
2804,945,66,4,392.12,1568.48
2805,945,118,2,567.33,1134.66
2806,945,50,2,431.39,862.78
2807,945,124,4,111.96,447.84
2808,946,49,3,337.09,1011.27
2809,946,16,4,268.26,1073.04
2810,946,105,1,444.04,444.04
2811,947,172,2,133.93,267.86
2812,948,234,2,432.94,865.88
2813,948,54,1,116.44,116.44
2814,948,6,2,522.36,1044.72
2815,948,146,4,34.98,139.92
2816,949,171,1,416.13,416.13
2817,949,39,1,522.57,522.57
2818,949,15,2,67.37,134.74
2819,949,115,1,447.5,447.5
2820,949,168,3,127.6,382.8
2821,950,62,2,39.52,79.04
2822,950,158,3,40.53,121.59
2823,950,183,2,361.23,722.46
2824,950,165,3,284.55,853.65
2825,951,77,2,544.38,1088.76
2826,951,38,2,78.1,156.2
2827,951,37,2,375.7,751.4
2828,951,34,2,417.81,835.62
2829,952,114,4,267.9,1071.6
2830,952,197,1,95.47,95.47
2831,952,118,2,567.33,1134.66
2832,952,174,2,75.86,151.72
2833,952,147,4,318.11,1272.44
2834,953,16,2,268.26,536.52
2835,953,206,1,492.66,492.66
2836,953,236,2,329.05,658.1
2837,953,196,1,296.56,296.56
2838,953,209,1,104.92,104.92
2839,954,90,4,283.58,1134.32
2840,954,212,1,119.6,119.6
2841,954,145,2,252.82,505.64
2842,954,16,4,268.26,1073.04
2843,954,37,1,375.7,375.7
2844,955,147,1,318.11,318.11
2845,956,14,2,120.45,240.9
2846,957,31,3,410.12,1230.36
2847,957,154,4,539.09,2156.36
2848,957,7,4,437.74,1750.96
2849,957,55,4,546.65,2186.6
2850,957,135,4,103.69,414.76
2851,958,28,4,33.37,133.48
2852,958,117,1,570.65,570.65
2853,959,122,4,242.25,969.0
2854,959,224,1,478.86,478.86
2855,959,104,4,17.84,71.36
2856,959,172,2,133.93,267.86
2857,959,222,3,591.8,1775.4
2858,960,258,2,475.08,950.16
2859,960,25,1,393.9,393.9
2860,960,206,2,492.66,985.32
2861,960,100,1,456.52,456.52
2862,961,53,4,259.23,1036.92
2863,961,194,1,500.87,500.87
2864,961,69,4,253.34,1013.36
2865,962,35,2,318.5,637.0
2866,963,216,2,498.45,996.9
2867,963,230,1,402.05,402.05
2868,963,79,2,352.15,704.3
2869,963,209,3,104.92,314.76
2870,964,118,3,567.33,1701.99
2871,964,49,1,337.09,337.09
2872,964,40,3,124.25,372.75
2873,964,203,4,251.83,1007.32
2874,965,35,1,318.5,318.5
2875,965,214,2,43.92,87.84
2876,965,136,3,437.36,1312.08
2877,965,90,4,283.58,1134.32
2878,966,189,3,101.42,304.26
2879,967,161,2,387.52,775.04
2880,967,237,3,29.96,89.88
2881,967,185,3,401.48,1204.44
2882,968,93,1,550.61,550.61
2883,968,111,3,197.68,593.04
2884,969,89,4,496.72,1986.88
2885,970,237,2,29.96,59.92
2886,970,228,3,551.86,1655.58
2887,970,238,4,62.92,251.68
2888,970,254,3,590.4,1771.2
2889,970,166,4,290.31,1161.24
2890,971,236,4,329.05,1316.2
2891,972,35,1,318.5,318.5
2892,972,60,3,456.04,1368.12
2893,972,68,2,575.07,1150.14
2894,972,112,2,77.62,155.24
2895,972,38,3,78.1,234.3
2896,973,94,1,456.5,456.5
2897,974,199,1,595.74,595.74
2898,975,216,3,498.45,1495.35
2899,975,230,1,402.05,402.05
2900,975,50,1,431.39,431.39
2901,975,104,1,17.84,17.84
2902,975,151,1,163.57,163.57
2903,976,124,3,111.96,335.88
2904,976,177,4,179.34,717.36
2905,977,155,1,531.92,531.92
2906,977,220,2,238.15,476.3
2907,977,167,2,211.16,422.32
2908,977,99,3,539.1,1617.3
2909,978,177,1,179.34,179.34
2910,978,206,2,492.66,985.32
2911,978,99,2,539.1,1078.2
2912,978,137,1,268.24,268.24
2913,978,227,4,427.38,1709.52
2914,979,236,4,329.05,1316.2
2915,979,25,3,393.9,1181.7
2916,980,69,4,253.34,1013.36
2917,981,19,3,169.62,508.86
2918,981,90,2,283.58,567.16
2919,982,65,4,390.04,1560.16
2920,982,181,1,329.56,329.56
2921,982,166,3,290.31,870.93
2922,983,149,1,311.51,311.51
2923,984,71,2,461.42,922.84
2924,985,216,2,498.45,996.9
2925,985,86,4,452.76,1811.04
2926,985,150,3,485.34,1456.02
2927,985,105,2,444.04,888.08
2928,985,59,3,39.85,119.55
2929,986,15,1,67.37,67.37
2930,986,125,3,551.8,1655.4
2931,986,171,4,416.13,1664.52
2932,986,246,4,337.89,1351.56
2933,987,53,2,259.23,518.46
2934,987,110,3,176.77,530.31
2935,987,206,4,492.66,1970.64
2936,987,164,4,168.06,672.24
2937,988,66,2,392.12,784.24
2938,988,227,2,427.38,854.76
2939,988,98,2,101.01,202.02
2940,989,117,2,570.65,1142.3
2941,989,134,2,233.52,467.04
2942,990,194,2,500.87,1001.74
2943,990,155,1,531.92,531.92
2944,991,222,1,591.8,591.8
2945,991,215,3,109.57,328.71
2946,991,122,3,242.25,726.75
2947,992,129,1,10.02,10.02
2948,992,170,2,168.99,336.98
2949,993,217,3,536.79,1610.37
2950,993,32,3,31.57,94.71
2951,993,239,4,232.12,928.48
2952,994,60,4,456.04,1824.16
2953,994,233,3,452.02,1356.06
2954,994,115,1,447.5,447.5
2955,995,40,3,124.25,372.75
2956,996,172,3,133.93,401.79
2957,996,133,3,153.34,460.02
2958,997,50,1,431.39,431.39
2959,997,189,4,101.42,405.68
2960,998,76,2,370.97,741.94
2961,998,178,1,542.43,542.43
2962,998,97,3,126.5,379.5
2963,999,254,3,590.4,1771.2
2964,999,173,3,161.49,484.47
2965,999,248,4,17.88,71.52
2966,999,77,4,544.38,2177.52
2967,1000,215,2,109.57,219.14
2968,1000,56,4,531.17,2124.68
2969,1000,89,4,496.72,1986.88
2970,1001,192,4,209.03,836.12
2971,1001,220,3,238.15,714.45
2972,1001,132,4,599.39,2397.56
2973,1001,84,1,320.71,320.71
2974,1002,47,1,354.62,354.62
2975,1002,239,2,232.12,464.24
2976,1003,31,4,410.12,1640.48
2977,1003,153,4,519.5,2078.0
2978,1004,172,1,133.93,133.93
2979,1005,223,3,518.76,1556.28
2980,1005,251,1,226.42,226.42
2981,1005,233,1,452.02,452.02
2982,1005,78,3,516.73,1550.19
2983,1006,104,3,17.84,53.52
2984,1006,46,3,59.16,177.48
2985,1006,113,2,494.32,989.64
2986,1006,236,1,329.05,329.05
2987,1007,105,1,444.04,444.04
2988,1007,167,3,211.16,633.48
2989,1007,234,3,432.94,1298.82
2990,1008,145,2,252.82,505.64
2991,1008,218,1,261.15,261.15
2992,1008,137,2,268.24,536.48
2993,1008,256,3,253.31,759.93
2994,1009,166,3,290.31,870.93
2995,1009,100,4,456.52,1826.08
2996,1010,60,4,456.04,1824.16
2997,1010,21,3,76.98,230.94
2998,1010,137,2,268.24,536.48
2999,1010,168,2,127.6,255.2
3000,1011,143,1,353.43,353.43
3001,1011,165,3,284.55,853.65
3002,1011,207,4,240.56,962.24
3003,1011,14,2,120.45,240.9
3004,1011,60,4,456.04,1824.16
3005,1012,67,3,282.77,848.31
3006,1012,2,4,171.2,684.8
3007,1012,236,2,329.05,657.1
3008,1012,164,3,168.06,504.18
3009,1013,124,4,111.96,447.84
3010,1013,205,3,494.84,1484.52
3011,1013,250,2,412.89,825.78
3012,1013,236,2,329.05,658.1
3013,1014,34,2,417.81,835.62
3014,1014,221,3,26.22,78.66
3015,1014,142,1,187.77,187.77
3016,1014,149,1,311.51,311.51
3017,1015,209,2,104.92,209.84
3018,1015,129,4,10.02,40.08
3019,1016,198,1,220.99,220.99
3020,1017,167,2,211.16,422.32
3021,1017,120,4,387.02,1548.08
3022,1017,114,2,267.9,535.8
3023,1018,2,2,171.2,342.4
3024,1018,246,4,337.89,1351.56
3025,1018,73,4,194.31,777.24
3026,1018,256,2,253.31,506.62
3027,1019,140,4,46.57,186.28
3028,1019,175,2,462.63,925.26
3029,1019,183,3,361.23,1083.69
3030,1020,65,1,390.04,390.04
3031,1020,236,3,329.05,987.15
3032,1020,14,3,120.45,361.35
3033,1020,235,1,140.1,140.1
3034,1020,23,2,159.28,318.56
3035,1021,137,2,268.24,536.48
3036,1021,158,3,40.53,121.59
3037,1021,58,2,217.65,435.3
3038,1021,145,3,252.82,758.46
3039,1022,249,4,150.87,602.48
3040,1022,14,3,120.45,361.35
3041,1023,230,1,402.05,402.05
3042,1023,237,4,29.96,119.84
3043,1023,131,4,25.7,102.8
3044,1023,22,1,226.51,226.51
3045,1024,206,3,492.66,1477.98
3046,1024,235,2,140.1,280.2
3047,1024,212,2,119.6,238.2
3048,1025,217,3,536.79,1610.37
3049,1025,244,2,561.25,1122.5
3050,1025,178,4,542.43,2169.72
3051,1025,258,4,475.08,1900.32
3052,1025,113,3,494.32,1482.96
3053,1026,195,2,255.64,511.28
3054,1027,257,4,18.49,73.96
3055,1027,51,1,491.44,491.44
3056,1027,256,3,253.31,759.93
3057,1027,239,1,232.12,232.12
3058,1028,230,3,402.05,1206.15
3059,1029,69,2,253.34,506.68
3060,1029,202,4,535.78,2143.12
3061,1029,93,1,550.61,550.61
3062,1029,154,4,539.09,2156.36
3063,1030,102,2,547.33,1094.66
3064,1030,201,2,411.58,823.16
3065,1030,190,1,584.22,584.22
3066,1030,246,3,337.89,1013.67
3067,1030,225,2,558.36,1116.72
3068,1031,137,4,268.24,1072.96
3069,1031,55,3,546.65,1639.95
3070,1032,158,1,40.53,40.53
3071,1032,52,4,283.48,1133.92
3072,1033,173,2,161.49,322.98
3073,1033,184,1,529.63,529.63
3074,1033,132,1,599.39,599.39
3075,1033,65,2,390.04,780.08
3076,1034,44,4,407.35,1629.4
3077,1034,26,4,262.62,1050.48
3078,1034,149,4,311.51,1246.04
3079,1034,98,4,101.01,404.04
3080,1035,230,3,402.05,1206.15
3081,1035,237,4,29.96,119.84
3082,1035,145,4,252.82,1011.28
3083,1035,84,3,320.71,962.13
3084,1036,9,4,142.47,569.88
3085,1036,163,4,247.12,988.48
3086,1036,44,4,407.35,1629.4
3087,1036,118,2,567.33,1134.66
3088,1037,188,1,591.16,591.16
3089,1037,85,1,572.04,572.04
3090,1037,222,3,591.8,1775.4
3091,1037,169,4,275.98,1103.92
3092,1037,134,1,233.52,234.52
3093,1038,257,2,18.49,36.98
3094,1039,8,3,94.41,283.23
3095,1039,203,1,251.83,251.83
3096,1039,127,4,478.46,1913.84
3097,1039,230,2,402.05,804.1
3098,1040,22,1,226.51,226.51
3099,1040,215,1,109.57,109.57
3100,1040,135,2,103.69,207.38
3101,1040,115,4,447.5,1790.0
3102,1040,35,3,318.5,955.5
3103,1041,211,3,510.35,1531.05
3104,1041,234,1,432.94,432.94
3105,1042,137,1,268.24,268.24
3106,1042,111,2,197.68,395.36
3107,1043,28,2,33.37,66.74
3108,1043,224,4,478.86,1915.44
3109,1043,8,1,94.41,94.41
3110,1044,159,4,183.98,735.92
3111,1044,257,2,18.49,36.98
3112,1044,142,1,187.77,187.77
3113,1044,47,2,354.62,709.24
3114,1044,68,3,575.07,1725.21
3115,1045,33,3,372.26,1116.78
3116,1045,68,3,575.07,1725.21
3117,1045,132,3,599.39,1798.17
3118,1045,46,3,59.16,177.48
3119,1046,98,1,101.01,101.01
3120,1046,196,3,296.56,889.68
3121,1046,138,2,298.27,596.54
3122,1046,238,2,62.92,125.84
3123,1047,135,1,103.69,103.69
3124,1047,203,1,251.83,251.83
3125,1047,4,2,40.54,81.08
3126,1047,13,3,595.55,1786.65
3127,1048,165,2,284.55,569.1
3128,1048,1,4,514.08,2056.32
3129,1048,96,4,168.82,675.28
3130,1048,133,1,153.34,153.34
3131,1049,93,3,550.61,1651.83
3132,1049,166,4,290.31,1161.24
3133,1049,5,4,123.98,495.92
3134,1050,115,4,447.5,1790.0
3135,1051,164,3,168.06,504.18
3136,1051,84,4,320.71,1282.84
3137,1051,192,4,209.03,836.12
3138,1052,224,2,478.86,957.72
3139,1052,243,2,31.73,63.46
3140,1053,60,2,456.04,912.08
3141,1053,108,2,13.81,27.62
3142,1053,54,3,116.44,349.32
3143,1053,260,2,243.61,487.22
3144,1053,120,3,387.02,1161.06
3145,1054,253,2,559.06,1118.12
3146,1055,40,1,124.25,124.25
3147,1056,62,2,39.52,79.04
3148,1056,152,3,564.34,1693.02
3149,1056,234,2,432.94,865.88
3150,1056,113,4,494.32,1977.28
3151,1056,187,1,307.84,307.84
3152,1057,142,3,187.77,563.31
3153,1058,151,3,163.57,490.71
3154,1058,160,1,471.16,471.16
3155,1058,32,1,31.57,31.57
3156,1058,93,4,550.61,2202.44
3157,1059,115,1,447.5,447.5
3158,1059,140,4,46.57,186.28
3159,1059,47,2,354.62,709.24
3160,1059,52,1,283.48,283.48
3161,1060,205,4,494.84,1979.36
3162,1060,196,1,296.56,296.56
3163,1060,2,3,171.2,513.6
3164,1060,139,1,40.88,40.88
3165,1061,95,3,494.09,1482.27
3166,1062,160,2,471.16,942.32
3167,1062,59,3,39.85,119.55
3168,1062,90,4,283.58,1134.32
3169,1062,63,4,592.83,2371.32
3170,1063,158,2,40.53,81.06
3171,1063,81,4,377.96,1511.84
3172,1063,35,4,318.5,1274.0
3173,1063,67,3,282.77,848.31
3174,1063,59,4,39.85,159.4
3175,1064,114,4,267.9,1071.6
3176,1064,256,2,253.31,506.62
3177,1064,175,2,462.63,925.26
3178,1065,77,1,544.38,544.38
3179,1065,10,1,535.03,535.03
3180,1065,176,2,309.23,618.46
3181,1066,89,3,496.72,1490.16
3182,1067,27,3,424.95,1274.85
3183,1067,229,3,395.35,1186.05
3184,1067,116,3,33.69,101.07
3185,1067,86,4,452.76,1811.04
3186,1067,95,1,494.09,494.09
3187,1068,8,4,94.41,377.64
3188,1068,162,3,199.12,597.36
3189,1068,248,3,17.88,53.64
3190,1068,169,2,275.98,551.96
3191,1068,26,4,262.62,1050.48
3192,1069,105,1,444.04,444.04
3193,1070,55,1,546.65,546.65
3194,1071,67,1,282.77,282.77
3195,1071,110,2,176.77,353.54
3196,1071,100,4,456.52,1825.08
3197,1071,212,4,119.6,478.4
3198,1072,140,4,46.57,186.28
3199,1072,232,3,244.4,733.2
3200,1072,195,1,255.64,255.64
3201,1072,52,3,283.48,850.44
3202,1072,145,1,252.82,252.82
3203,1073,176,3,309.23,927.69
3204,1074,200,4,380.78,1523.12
3205,1074,118,1,567.33,567.33
3206,1074,156,3,348.71,1046.13
3207,1075,133,3,153.34,460.02
3208,1075,20,1,536.81,536.81
3209,1076,85,2,572.04,1144.08
3210,1076,46,2,59.16,118.32
3211,1076,30,2,128.44,256.88
3212,1076,199,1,595.74,595.74
3213,1077,200,1,380.78,380.78
3214,1077,61,2,444.06,888.12
3215,1077,89,4,496.72,1986.88
3216,1077,115,1,447.5,447.5
3217,1077,56,4,531.17,2124.68
3218,1078,51,2,491.44,982.88
3219,1078,173,2,161.49,322.98
3220,1078,61,1,444.06,444.06
3221,1078,121,4,332.64,1330.56
3222,1079,217,2,536.79,1073.58
3223,1080,110,1,176.77,176.77
3224,1080,26,4,262.62,1050.48
3225,1081,25,3,393.9,1181.7
3226,1082,200,2,380.78,761.56
3227,1083,37,4,375.7,1502.8
3228,1083,46,3,59.16,177.48
3229,1083,243,1,31.73,31.73
3230,1083,105,4,444.04,1776.16
3231,1084,147,1,318.11,318.11
3232,1084,63,2,592.83,1185.66
3233,1084,170,1,168.99,168.99
3234,1084,144,3,412.85,1238.55
3235,1084,28,2,33.37,66.74
3236,1085,223,2,518.76,1037.52
3237,1085,83,3,15.57,46.71
3238,1086,133,2,153.34,306.68
3239,1086,69,1,253.34,253.34
3240,1086,194,4,500.87,2003.48
3241,1087,232,1,244.4,244.4
3242,1088,236,4,329.05,1316.2
3243,1088,143,4,353.43,1413.72
3244,1088,85,4,572.04,2288.16
3245,1088,229,2,395.35,790.7
3246,1089,6,2,522.36,1044.72
3247,1089,254,1,590.4,590.4
3248,1089,132,1,599.39,599.39
3249,1089,93,2,550.61,1101.22
3250,1090,75,3,554.71,1664.13
3251,1091,228,1,551.86,551.86
3252,1092,167,1,211.16,211.16
3253,1092,31,2,410.12,820.24
3254,1092,108,1,13.81,13.81
3255,1093,230,3,402.05,1206.15
3256,1093,57,2,381.4,762.8
3257,1093,146,2,34.98,69.96
3258,1093,123,4,590.98,2363.92
3259,1093,92,4,321.81,1287.24
3260,1094,95,4,494.09,1977.36
3261,1094,110,3,176.77,530.31
3262,1095,224,2,478.86,957.72
3263,1095,50,4,431.39,1725.56
3264,1096,242,3,466.86,1400.58
3265,1096,61,1,444.06,444.06
3266,1096,14,2,120.45,240.9
3267,1096,118,1,567.33,567.33
3268,1096,117,4,570.65,2282.6
3269,1097,238,2,62.92,125.84
3270,1097,190,1,584.22,583.22
3271,1097,118,3,567.33,1701.99
3272,1097,234,1,432.94,432.94
3273,1097,81,4,377.96,1511.84
3274,1098,92,2,321.81,643.62
3275,1099,72,4,162.2,648.8
3276,1099,226,3,490.4,1471.2
3277,1100,1,4,514.08,2056.32
3278,1101,69,2,253.34,506.68
3279,1102,28,4,33.37,133.48
3280,1102,163,4,247.12,988.48
3281,1102,96,4,168.82,675.28
3282,1102,23,3,159.28,477.84
3283,1102,195,2,255.64,511.28
3284,1103,121,4,332.64,1330.56
3285,1103,26,2,262.62,525.24
3286,1103,203,2,251.83,502.66
3287,1104,30,3,128.44,385.32
3288,1104,201,4,411.58,1646.32
3289,1104,236,2,329.05,658.1
3290,1105,218,1,261.15,261.15
3291,1105,131,4,25.7,102.8
3292,1105,244,1,561.25,561.25
3293,1105,260,4,243.61,974.44
3294,1106,90,1,283.58,283.58
3295,1106,107,2,260.55,521.1
3296,1106,209,1,104.92,104.92
3297,1107,137,3,268.24,804.72
3298,1107,178,1,542.43,542.43
3299,1107,195,2,255.64,511.28
3300,1108,150,2,485.34,970.68
3301,1108,19,1,169.62,169.62
3302,1108,140,1,46.57,46.57
3303,1109,203,1,251.83,251.83
3304,1110,155,2,531.92,1063.84
3305,1110,223,4,518.76,2075.04
3306,1110,184,1,529.63,529.63
3307,1110,7,2,437.74,875.48
3308,1111,180,2,388.34,776.68
3309,1111,224,1,478.86,478.86
3310,1111,219,1,10.83,10.83
3311,1112,79,2,352.15,704.3
3312,1112,151,4,163.57,654.28
3313,1112,193,3,511.37,1534.11
3314,1112,31,2,410.12,820.24
3315,1113,207,1,240.56,240.56
3316,1113,69,1,253.34,253.34
3317,1113,160,3,471.16,1413.48
3318,1113,122,4,242.25,969.0
3319,1114,139,3,40.88,122.64
3320,1114,207,2,240.56,481.12
3321,1115,13,1,595.55,595.55
3322,1115,144,4,412.85,1651.4
3323,1116,135,3,103.69,311.07
3324,1116,50,2,431.39,862.78
3325,1117,45,1,592.68,592.68
3326,1117,172,4,133.93,535.72
3327,1117,76,1,370.97,370.97
3328,1117,13,1,595.55,595.55
3329,1117,99,3,539.1,1617.3
3330,1118,258,3,475.08,1425.24
3331,1119,151,2,163.57,327.14
3332,1119,222,2,591.8,1183.6
3333,1120,93,1,550.61,550.61
3334,1120,10,4,535.03,2140.12
3335,1120,239,3,232.12,696.36
3336,1120,65,1,390.04,390.04
3337,1121,181,4,329.56,1318.24
3338,1121,13,1,595.55,595.55
3339,1121,159,4,183.98,735.92
3340,1121,46,3,59.16,177.48
3341,1121,6,3,522.36,1567.08
3342,1122,84,1,320.71,320.71
3343,1122,85,4,572.04,2288.16
3344,1122,40,1,124.25,124.25
3345,1122,129,1,10.02,10.02
3346,1122,221,2,26.22,52.44
3347,1123,257,4,18.49,73.96
3348,1123,249,2,150.87,301.74
3349,1123,192,1,209.03,209.03
3350,1124,196,3,296.56,889.68
3351,1124,135,4,103.69,413.76
3352,1125,11,2,161.56,323.12
3353,1126,164,1,168.06,168.06
3354,1126,258,2,475.08,950.16
3355,1127,202,4,535.78,2143.12
3356,1127,149,1,311.51,312.51
3357,1127,102,3,547.33,1641.99
3358,1127,166,4,290.31,1161.24
3359,1128,253,3,559.06,1677.18
3360,1129,26,4,262.62,1050.48
3361,1129,15,2,67.37,134.74
3362,1129,58,1,217.65,217.65
3363,1130,160,1,471.16,471.16
3364,1130,23,4,159.28,637.12
3365,1130,34,1,417.81,417.81
3366,1130,35,2,318.5,637.0
3367,1130,40,2,124.25,248.5
3368,1131,219,1,10.83,10.83
3369,1132,35,2,318.5,637.0
3370,1132,140,2,46.57,93.14
3371,1132,77,4,544.38,2177.52
3372,1132,197,1,95.47,95.47
3373,1132,201,1,411.58,411.58
3374,1133,115,3,447.5,1342.5
3375,1133,54,3,116.44,349.32
3376,1133,149,4,311.51,1246.04
3377,1134,113,2,494.32,988.64
3378,1134,172,4,133.93,535.72
3379,1134,135,4,103.69,414.76
3380,1134,217,3,536.79,1610.37
3381,1135,226,3,490.4,1471.2
3382,1135,111,3,197.68,593.04
3383,1135,230,2,402.05,804.1
3384,1135,106,1,438.05,438.05
3385,1136,106,3,438.05,1314.15
3386,1136,97,2,126.5,253.0
3387,1136,84,4,320.71,1282.84
3388,1137,56,3,531.17,1593.51
3389,1138,242,4,466.86,1867.44
3390,1138,211,3,510.35,1531.05
3391,1138,194,4,500.87,2003.48
3392,1139,55,4,546.65,2186.6
3393,1139,10,1,535.03,535.03
3394,1139,156,3,348.71,1046.13
3395,1139,84,1,320.71,320.71
3396,1140,123,4,590.98,2363.92
3397,1140,215,2,109.57,219.14
3398,1140,177,4,179.34,717.36
3399,1140,108,2,13.81,27.62
3400,1140,232,1,244.4,244.4
3401,1141,13,1,595.55,595.55
3402,1141,34,3,417.81,1253.43
3403,1141,58,3,217.65,652.95
3404,1141,144,2,412.85,825.7
3405,1141,93,2,550.61,1101.22
3406,1142,39,1,522.57,522.57
3407,1142,40,1,124.25,124.25
3408,1142,65,4,390.04,1560.16
3409,1143,85,1,572.04,572.04
3410,1143,192,1,209.03,209.03
3411,1143,58,4,217.65,870.6
3412,1143,238,4,62.92,251.68
3413,1144,55,2,546.65,1093.3
3414,1144,97,2,126.5,253.0
3415,1145,95,4,494.09,1976.36
3416,1145,173,2,161.49,322.98
3417,1145,190,1,584.22,584.22
3418,1145,16,4,268.26,1073.04
3419,1146,134,1,233.52,233.52
3420,1146,260,1,243.61,243.61
3421,1147,187,4,307.84,1231.36
3422,1147,149,3,311.51,933.53
3423,1148,104,3,17.84,53.52
3424,1148,129,2,10.02,20.04
3425,1149,94,1,456.5,456.5
3426,1149,180,4,388.34,1553.36
3427,1150,184,2,529.63,1059.26
3428,1150,185,2,401.48,802.96
3429,1150,196,3,296.56,889.68
3430,1151,180,3,388.34,1165.02
3431,1151,68,4,575.07,2300.28
3432,1151,249,3,150.87,452.61
3433,1151,129,3,10.02,30.06
3434,1152,67,3,282.77,848.31
3435,1152,98,1,101.01,101.01
3436,1152,150,4,485.34,1941.36
3437,1152,257,2,18.49,36.98
3438,1152,6,4,522.36,2089.44
3439,1153,1,3,514.08,1542.24
3440,1153,162,3,199.12,597.36
3441,1154,158,4,40.53,162.12
3442,1154,6,1,522.36,522.36
3443,1154,228,3,551.86,1655.58
3444,1154,171,1,416.13,416.13
3445,1154,257,3,18.49,55.47
3446,1155,131,2,25.7,51.4
3447,1155,73,2,194.31,388.62
3448,1155,94,1,456.5,456.5
3449,1155,153,2,519.5,1039.0
3450,1156,215,1,109.57,109.57
3451,1156,248,2,17.88,35.76
3452,1157,89,3,496.72,1490.16
