session_id,user_id,session_start,device_type,traffic_source,country
1215,405,2025-05-10 19:49:16,desktop,email,AU
1216,138,2024-12-10 23:56:05,tablet,direct,DE
1217,92,2024-12-30 21:10:42,desktop,referral,CA
1218,28,2023-09-25 16:59:53,mobile,direct,US
1219,269,2025-07-01 09:53:17,tablet,paid_social,US
1220,43,2024-12-31 23:22:52,mobile,organic,SG
1221,321,2025-09-21 15:02:51,mobile,organic,US
1222,426,2025-02-17 19:15:15,mobile,email,US
1223,264,2024-11-19 21:24:56,desktop,email,UK
1224,413,2024-06-30 16:17:25,mobile,direct,US
1225,567,2023-01-08 19:45:07,tablet,direct,US
1226,271,2023-07-04 16:23:48,mobile,paid_social,US
1227,302,2023-03-05 22:28:57,desktop,paid_search,DE
1228,478,2023-08-21 18:51:42,mobile,organic,US
1229,62,2025-09-03 18:59:40,mobile,referral,US
1230,571,2024-12-13 22:00:06,mobile,direct,IN
1231,186,2024-04-07 15:10:28,mobile,email,DE
1232,440,2025-10-24 08:38:55,mobile,email,US
1233,396,2023-08-23 20:27:20,desktop,paid_search,NL
1234,136,2023-01-06 00:40:34,mobile,email,FR
1235,526,2024-03-10 07:05:40,mobile,organic,US
1236,501,2025-06-17 05:03:34,mobile,direct,US
1237,425,2025-10-12 15:37:11,mobile,email,BR
1238,504,2024-11-18 05:07:54,mobile,referral,AU
1239,37,2023-04-03 00:00:13,mobile,organic,FR
1240,156,2023-01-26 08:26:28,desktop,paid_search,BR
1241,336,2023-07-14 09:21:38,mobile,organic,SG
1242,37,2025-11-08 17:46:43,mobile,email,FR
1243,362,2025-06-26 20:11:16,mobile,direct,IN
1244,564,2025-05-23 06:57:03,desktop,referral,CA
1245,242,2024-10-03 17:38:29,mobile,direct,US
1246,299,2024-07-29 21:43:21,desktop,paid_search,BR
1247,588,2023-04-03 07:44:22,mobile,paid_search,DE
1248,121,2023-03-15 12:45:50,mobile,paid_social,IN
1249,468,2024-05-26 14:37:01,mobile,paid_social,UK
1250,551,2023-03-01 05:40:17,mobile,paid_social,SG
1251,439,2023-10-23 19:34:03,mobile,paid_social,US
1252,160,2025-02-16 16:48:01,tablet,direct,UK
1253,23,2025-11-18 03:44:16,mobile,organic,CA
1254,18,2025-02-06 09:49:19,tablet,referral,US
1255,396,2025-03-04 11:39:41,desktop,paid_social,NL
1256,442,2024-07-09 12:10:00,mobile,organic,US
1257,530,2025-11-02 07:29:01,tablet,organic,US
1258,538,2024-11-15 00:11:55,mobile,paid_search,US
1259,135,2023-10-02 13:06:33,desktop,direct,US
1260,432,2024-02-17 03:15:53,mobile,organic,US
1261,157,2024-05-29 10:55:45,desktop,organic,US
1262,85,2023-06-28 10:49:36,mobile,paid_search,SG
1263,165,2023-12-30 14:09:07,desktop,email,US
1264,151,2024-11-27 00:43:21,mobile,organic,US
1265,551,2024-12-28 00:51:01,desktop,organic,SG
1266,290,2025-06-14 21:10:01,tablet,organic,FR
1267,332,2024-01-24 01:55:52,mobile,organic,US
1268,412,2023-09-09 05:43:47,tablet,paid_search,DE
1269,280,2025-06-28 17:17:03,mobile,paid_search,CA
1270,178,2024-07-14 22:55:58,desktop,paid_social,DE
1271,371,2025-09-03 20:53:52,mobile,paid_social,AU
1272,488,2025-04-16 20:33:58,mobile,referral,IN
1273,190,2024-01-23 23:56:53,mobile,paid_search,SG
1274,441,2025-05-13 20:19:27,desktop,paid_social,US
1275,445,2023-11-24 20:48:06,desktop,paid_search,AU
1276,236,2023-02-04 22:00:09,tablet,email,US
1277,48,2023-08-31 01:54:39,desktop,referral,AU
1278,278,2023-03-26 18:24:31,mobile,referral,US
1279,101,2023-05-28 23:06:58,mobile,direct,AU
1280,129,2025-08-31 22:50:35,mobile,paid_search,US
1281,53,2024-05-11 21:46:28,mobile,paid_search,US
1282,412,2025-03-03 19:24:58,desktop,paid_search,DE
1283,139,2024-04-24 16:36:14,tablet,direct,US
1284,283,2025-06-10 04:38:30,tablet,paid_search,SG
1285,283,2023-06-22 01:06:20,mobile,organic,SG
1286,343,2025-02-12 03:38:11,desktop,direct,US
1287,393,2025-04-23 15:54:44,mobile,referral,US
1288,433,2025-03-29 07:16:33,mobile,email,IN
1289,359,2023-06-10 23:03:37,mobile,referral,BR
1290,369,2025-12-15 16:10:34,desktop,paid_social,SG
1291,19,2024-08-20 03:39:44,mobile,paid_search,US
1292,335,2024-03-19 14:39:36,mobile,email,US
1293,360,2025-02-11 21:03:50,mobile,paid_search,DE
1294,68,2024-02-09 01:04:52,desktop,email,US
1295,450,2024-06-06 08:06:05,mobile,paid_search,UK
1296,98,2024-12-27 06:06:27,desktop,organic,FR
1297,403,2023-11-26 16:56:14,desktop,direct,CA
1298,20,2024-10-09 03:28:28,mobile,referral,AU
1299,42,2024-06-06 11:10:17,mobile,referral,US
1300,410,2024-07-18 06:54:24,desktop,direct,AU
1301,98,2024-10-06 21:18:15,mobile,organic,FR
1302,146,2024-10-01 11:57:52,mobile,organic,AU
1303,39,2023-08-17 18:44:45,desktop,direct,US
1304,562,2025-06-05 13:07:38,mobile,email,SG
1305,550,2023-05-14 00:10:46,desktop,referral,CA
1306,236,2023-01-15 05:16:08,mobile,organic,US
1307,356,2025-03-25 00:11:04,desktop,paid_search,CA
1308,350,2023-01-26 10:06:29,desktop,paid_search,US
1309,582,2025-07-02 20:20:44,tablet,email,FR
1310,500,2023-12-17 00:26:59,mobile,organic,CA
1311,433,2025-12-07 22:44:19,mobile,direct,IN
1312,152,2024-09-06 14:57:38,mobile,paid_search,DE
1313,187,2025-10-13 07:04:56,mobile,paid_search,DE
1314,39,2024-10-03 00:18:41,desktop,paid_search,US
1315,31,2023-07-26 23:22:05,mobile,paid_search,US
1316,564,2023-10-16 08:56:14,mobile,organic,CA
1317,256,2023-10-19 21:07:01,mobile,referral,UK
1318,200,2023-03-16 04:40:54,mobile,referral,US
1319,468,2024-09-23 08:56:52,desktop,organic,UK
1320,391,2024-06-11 12:28:00,desktop,paid_social,SG
1321,264,2023-10-06 18:54:35,mobile,paid_social,UK
1322,111,2025-09-14 11:33:54,mobile,organic,US
1323,418,2024-08-15 02:52:57,desktop,paid_search,US
1324,192,2023-08-03 04:31:03,mobile,direct,NL
1325,424,2025-11-05 03:36:35,mobile,email,CA
1326,530,2024-06-02 17:22:26,mobile,direct,US
1327,80,2025-11-08 00:38:29,mobile,paid_search,AU
1328,270,2023-09-19 15:07:22,desktop,paid_search,IN
1329,590,2023-10-03 02:51:30,mobile,paid_social,IN
1330,239,2025-10-25 14:59:59,mobile,organic,BR
1331,463,2023-07-06 11:12:49,mobile,email,IN
1332,360,2023-09-25 05:31:46,desktop,referral,DE
1333,168,2023-11-18 14:06:10,desktop,referral,US
1334,523,2025-06-26 23:21:21,mobile,paid_search,US
1335,201,2023-08-30 14:21:26,desktop,paid_social,US
1336,186,2024-04-26 19:40:15,mobile,organic,DE
1337,322,2024-12-03 21:47:58,mobile,organic,CA
1338,514,2024-04-04 02:10:28,mobile,direct,BR
1339,571,2024-12-28 05:06:57,tablet,organic,IN
1340,358,2024-12-05 08:45:04,mobile,organic,UK
1341,262,2024-09-07 13:31:29,mobile,direct,SG
1342,446,2025-08-07 02:25:32,desktop,paid_search,FR
1343,210,2024-10-24 04:42:06,mobile,organic,AU
1344,135,2024-01-11 04:13:01,mobile,paid_social,US
1345,113,2025-10-21 04:49:50,tablet,paid_social,FR
1346,580,2024-03-22 15:58:17,mobile,direct,US
1347,52,2023-03-16 23:23:25,mobile,direct,DE
1348,27,2024-04-14 12:34:07,desktop,organic,DE
1349,112,2024-11-06 21:36:44,mobile,paid_social,UK
1350,7,2025-02-17 18:21:01,desktop,organic,IN
1351,324,2024-04-01 17:45:39,desktop,organic,UK
1352,484,2024-04-03 17:53:49,mobile,organic,UK
1353,74,2025-06-11 17:55:03,mobile,paid_social,DE
1354,384,2023-11-22 09:51:55,mobile,organic,BR
1355,567,2023-01-18 11:10:14,mobile,paid_search,US
1356,304,2024-04-25 10:06:56,mobile,organic,SG
1357,116,2023-06-19 03:59:51,desktop,paid_search,US
1358,361,2024-04-23 15:33:56,mobile,direct,CA
1359,410,2025-08-30 14:30:53,mobile,organic,AU
1360,23,2023-06-12 04:47:53,mobile,organic,CA
1361,224,2024-08-14 23:59:56,desktop,direct,DE
1362,46,2023-02-05 07:07:20,mobile,paid_social,AU
1363,350,2023-04-25 00:14:30,mobile,direct,US
1364,42,2023-11-22 19:53:34,mobile,organic,US
1365,278,2025-07-21 07:39:37,mobile,paid_social,US
1366,75,2023-01-18 07:43:34,desktop,direct,SG
1367,400,2023-03-25 01:25:36,mobile,paid_search,BR
1368,12,2023-07-25 08:00:42,mobile,email,US
1369,579,2023-02-28 10:29:38,mobile,organic,IN
1370,129,2024-03-06 00:59:03,mobile,organic,US
1371,180,2025-12-25 13:14:28,mobile,paid_social,US
1372,337,2023-05-24 15:16:53,mobile,paid_social,NL
1373,349,2025-01-31 03:05:48,mobile,email,CA
1374,130,2025-05-21 15:46:00,mobile,direct,CA
1375,311,2024-06-05 18:39:55,mobile,direct,IN
1376,381,2024-10-14 20:56:55,mobile,paid_social,SG
1377,234,2023-09-04 23:27:26,desktop,direct,US
1378,25,2023-04-05 10:22:11,mobile,paid_search,US
1379,529,2024-05-27 01:16:34,mobile,organic,US
1380,352,2023-07-06 14:10:30,mobile,organic,FR
1381,328,2024-03-19 13:45:00,desktop,direct,BR
1382,270,2024-08-17 05:03:43,mobile,paid_social,IN
1383,570,2025-08-28 13:09:26,desktop,direct,US
1384,151,2024-02-21 02:51:12,mobile,organic,US
1385,581,2023-06-16 18:12:05,mobile,organic,US
1386,62,2025-05-13 10:40:40,mobile,direct,US
1387,53,2023-05-14 16:37:37,mobile,referral,US
1388,337,2023-06-05 01:07:49,mobile,organic,NL
1389,505,2025-12-17 09:17:06,desktop,paid_search,NL
1390,456,2023-12-20 11:29:44,mobile,organic,IN
1391,577,2023-05-11 07:31:05,desktop,paid_social,AU
1392,387,2023-12-04 19:20:03,mobile,referral,US
1393,579,2024-02-07 15:37:37,mobile,paid_search,IN
1394,24,2023-01-20 02:07:57,desktop,paid_social,UK
1395,427,2023-01-07 16:40:53,mobile,paid_search,SG
1396,312,2025-11-15 16:59:37,mobile,paid_search,US
1397,467,2025-10-25 15:09:15,desktop,paid_search,DE
1398,303,2025-08-29 06:00:13,mobile,direct,FR
1399,426,2025-09-28 03:51:41,mobile,organic,US
1400,393,2024-07-05 09:19:04,mobile,paid_search,US
1401,383,2025-06-09 07:31:08,tablet,paid_search,SG
1402,448,2024-11-02 21:31:50,mobile,organic,UK
1403,454,2025-08-09 16:05:47,tablet,organic,CA
1404,408,2024-10-26 03:23:15,desktop,organic,CA
1405,585,2023-10-06 05:09:19,desktop,organic,AU
1406,527,2024-03-03 13:48:38,desktop,direct,FR
1407,278,2024-02-06 13:40:37,tablet,paid_search,US
1408,367,2023-05-08 00:18:52,desktop,referral,AU
1409,180,2023-03-02 09:42:38,desktop,paid_search,US
1410,296,2023-07-09 09:11:27,desktop,paid_social,IN
1411,166,2025-06-24 10:33:03,mobile,email,FR
1412,529,2025-12-08 20:13:19,desktop,organic,US
1413,106,2024-02-28 07:33:12,mobile,organic,US
1414,3,2023-09-23 18:00:58,mobile,referral,FR
1415,484,2024-05-29 18:17:11,mobile,organic,UK
1416,87,2025-04-13 06:54:30,desktop,paid_social,NL
1417,531,2023-01-17 20:25:18,mobile,email,US
1418,412,2023-03-15 00:08:00,desktop,paid_search,DE
1419,70,2023-09-12 06:49:02,mobile,organic,US
1420,516,2023-02-03 20:57:08,tablet,organic,DE
1421,324,2024-08-09 19:18:35,desktop,direct,UK
1422,291,2024-10-16 07:09:09,tablet,referral,FR
1423,577,2023-04-07 20:18:17,mobile,organic,AU
1424,189,2023-08-08 00:37:13,desktop,email,SG
1425,534,2023-06-19 23:42:38,desktop,direct,SG
1426,114,2024-02-17 11:46:10,mobile,paid_search,SG
1427,190,2023-03-20 03:12:48,mobile,paid_search,SG
1428,501,2023-07-26 18:59:58,mobile,direct,US
1429,469,2025-01-25 05:50:52,mobile,direct,IN
1430,119,2023-06-10 00:03:57,mobile,direct,US
1431,249,2023-05-02 00:22:31,desktop,direct,US
1432,58,2025-06-23 19:35:19,mobile,direct,CA
1433,226,2024-05-13 10:08:56,tablet,paid_search,UK
1434,262,2025-02-10 01:59:04,tablet,direct,SG
1435,470,2025-09-28 14:44:44,mobile,paid_social,US
1436,302,2023-04-23 02:17:31,mobile,direct,DE
1437,476,2025-09-05 12:57:23,desktop,paid_social,US
1438,10,2025-03-01 17:18:40,desktop,direct,NL
1439,269,2025-11-09 20:57:43,mobile,direct,US
1440,323,2023-06-23 18:22:35,mobile,paid_search,CA
1441,47,2025-05-03 06:03:50,mobile,direct,UK
1442,277,2023-09-08 17:24:50,mobile,organic,US
1443,563,2025-03-13 21:01:11,mobile,email,UK
1444,222,2023-10-25 10:11:36,mobile,referral,BR
1445,365,2025-07-23 21:00:52,mobile,organic,IN
1446,120,2023-11-27 10:52:50,mobile,direct,US
1447,532,2024-02-20 10:36:10,mobile,direct,US
1448,376,2023-03-07 00:42:41,mobile,paid_social,SG
1449,17,2024-08-21 02:25:25,tablet,paid_search,IN
1450,576,2025-12-05 10:26:04,mobile,direct,SG
1451,359,2025-11-06 17:30:58,mobile,direct,BR
1452,452,2023-03-03 21:33:25,mobile,direct,UK
1453,309,2025-10-18 20:51:36,tablet,organic,CA
1454,161,2024-07-09 13:04:22,mobile,organic,US
1455,548,2025-08-13 14:40:43,mobile,direct,UK
1456,553,2023-05-06 05:29:06,tablet,referral,NL
1457,177,2023-10-10 16:54:19,mobile,direct,UK
1458,413,2024-01-18 06:48:33,tablet,paid_search,US
1459,408,2024-06-18 11:18:54,mobile,paid_social,CA
1460,499,2024-10-25 10:28:43,desktop,direct,US
1461,362,2023-02-05 17:31:52,mobile,paid_social,IN
1462,90,2025-01-04 02:12:07,mobile,paid_search,BR
1463,58,2024-10-27 09:34:37,desktop,paid_search,CA
1464,134,2024-08-19 17:25:17,tablet,email,UK
1465,292,2024-03-07 16:44:44,mobile,paid_search,DE
1466,130,2025-03-21 02:00:52,mobile,email,CA
1467,477,2023-07-27 12:17:31,desktop,direct,US
1468,82,2024-09-12 13:05:14,desktop,paid_search,SG
1469,94,2024-10-09 04:21:50,tablet,direct,IN
1470,478,2024-04-04 03:19:46,mobile,paid_search,US
1471,319,2024-05-28 13:46:42,mobile,organic,US
1472,311,2024-02-14 08:58:35,desktop,organic,IN
1473,258,2023-08-11 08:09:20,desktop,organic,US
1474,55,2023-02-07 21:10:00,desktop,direct,IN
1475,10,2024-01-20 23:05:38,mobile,paid_search,NL
1476,135,2025-06-10 14:16:25,desktop,email,US
1477,499,2025-01-21 23:14:34,mobile,paid_social,US
1478,178,2025-11-24 15:38:30,tablet,organic,DE
1479,391,2023-05-06 05:06:25,mobile,email,SG
1480,324,2025-11-07 07:35:42,mobile,organic,UK
1481,266,2024-09-10 00:03:12,mobile,direct,US
1482,576,2024-08-28 19:59:13,desktop,paid_search,SG
1483,600,2023-10-20 21:17:27,desktop,paid_search,FR
1484,74,2024-09-13 09:06:01,desktop,direct,DE
1485,489,2024-04-19 09:30:26,mobile,organic,US
1486,308,2023-08-14 08:26:23,tablet,paid_search,CA
1487,234,2025-12-02 17:02:24,mobile,paid_social,US
1488,30,2025-02-11 18:44:53,desktop,paid_search,CA
1489,96,2023-01-09 12:15:18,desktop,email,US
1490,555,2025-03-29 04:15:31,desktop,paid_search,IN
1491,502,2023-01-06 04:20:51,tablet,paid_search,FR
1492,287,2025-10-16 11:24:01,desktop,organic,AU
1493,38,2023-04-29 00:08:33,desktop,paid_social,FR
1494,329,2023-05-31 08:14:36,mobile,referral,CA
1495,486,2024-07-04 23:42:20,desktop,paid_search,NL
1496,580,2025-08-29 14:28:30,tablet,direct,US
1497,76,2025-01-09 10:35:47,mobile,referral,NL
1498,318,2025-02-13 19:32:05,mobile,direct,US
1499,441,2025-12-28 20:35:47,desktop,paid_search,US
1500,28,2024-02-08 22:33:36,desktop,organic,US
1501,500,2025-04-06 09:26:16,mobile,paid_search,CA
1502,78,2023-06-05 00:48:04,desktop,referral,CA
1503,48,2025-06-04 10:17:00,mobile,organic,AU
1504,280,2024-04-10 03:51:29,mobile,paid_search,CA
1505,90,2024-10-19 13:45:53,mobile,organic,BR
1506,291,2025-08-26 07:25:03,mobile,organic,FR
1507,97,2024-08-27 22:29:30,mobile,direct,IN
1508,185,2023-03-07 05:25:49,desktop,email,SG
1509,554,2024-04-16 12:10:31,mobile,paid_search,US
1510,337,2023-02-23 04:59:35,mobile,paid_search,NL
1511,136,2024-01-05 11:22:30,mobile,paid_social,FR
1512,501,2024-02-28 23:56:03,desktop,direct,US
1513,516,2023-04-09 08:27:41,mobile,referral,DE
1514,209,2025-07-04 22:24:53,mobile,paid_search,AU
1515,588,2024-03-03 19:11:50,mobile,paid_search,DE
1516,563,2023-10-16 05:31:03,mobile,email,UK
1517,441,2025-08-18 06:20:34,mobile,organic,US
1518,61,2023-04-14 11:08:29,mobile,paid_search,IN
1519,97,2025-04-28 01:36:15,mobile,direct,IN
1520,111,2025-10-04 16:27:15,mobile,referral,US
1521,322,2025-05-05 08:03:19,desktop,organic,CA
1522,355,2023-03-08 04:56:13,mobile,organic,DE
1523,498,2023-07-22 06:13:38,mobile,direct,BR
1524,322,2025-10-28 15:30:10,desktop,direct,CA
1525,586,2024-12-23 03:54:27,desktop,organic,UK
1526,423,2023-05-12 13:44:14,desktop,direct,IN
1527,280,2023-09-05 12:29:47,mobile,organic,CA
1528,386,2023-07-29 09:49:54,mobile,direct,DE
1529,301,2025-01-26 22:48:46,mobile,paid_social,US
1530,466,2024-09-26 16:46:53,desktop,organic,FR
1531,113,2023-10-12 01:37:23,mobile,organic,FR
1532,595,2025-10-07 10:20:07,mobile,organic,IN
1533,461,2024-12-20 18:05:29,desktop,organic,US
1534,10,2024-06-30 20:37:18,desktop,email,NL
1535,23,2023-09-25 16:52:45,desktop,email,CA
1536,88,2025-01-26 07:25:31,mobile,paid_search,DE
1537,575,2024-04-11 12:26:39,mobile,paid_search,DE
1538,165,2024-12-20 09:07:30,mobile,paid_search,US
1539,355,2023-01-06 01:08:04,desktop,direct,DE
1540,83,2023-12-29 15:48:03,mobile,organic,US
1541,436,2025-02-25 17:50:17,mobile,organic,US
1542,558,2024-10-10 06:48:53,mobile,paid_search,US
1543,109,2023-02-11 00:13:36,mobile,organic,US
1544,29,2025-07-01 23:45:37,mobile,organic,BR
1545,287,2025-10-06 03:30:08,desktop,referral,AU
1546,24,2023-04-01 18:05:39,desktop,referral,UK
1547,166,2025-01-05 22:07:52,desktop,paid_social,FR
1548,202,2025-07-02 20:25:03,tablet,paid_search,US
1549,573,2025-07-24 04:15:38,mobile,organic,SG
1550,165,2025-03-20 04:51:55,mobile,paid_search,US
1551,273,2023-04-09 13:48:14,mobile,paid_social,FR
1552,541,2025-04-19 10:03:24,desktop,direct,US
1553,137,2023-03-17 10:59:00,mobile,paid_search,US
1554,173,2024-01-31 23:01:45,mobile,direct,UK
1555,440,2024-12-24 04:07:17,tablet,direct,US
1556,402,2025-07-28 15:09:57,mobile,organic,NL
1557,131,2025-10-05 10:45:01,mobile,referral,UK
1558,202,2023-03-22 16:45:15,mobile,referral,US
1559,361,2024-12-02 02:41:30,mobile,paid_social,CA
1560,271,2024-11-02 12:50:37,mobile,organic,US
1561,117,2024-01-13 01:10:00,mobile,direct,FR
1562,562,2024-08-09 15:15:16,mobile,paid_search,SG
1563,188,2024-04-17 21:40:09,mobile,referral,US
1564,518,2023-03-23 01:05:34,mobile,organic,IN
1565,183,2024-11-11 14:33:46,tablet,organic,NL
1566,90,2024-06-10 04:21:53,tablet,paid_social,BR
1567,131,2023-03-28 12:27:06,tablet,organic,UK
1568,14,2025-08-15 09:59:47,mobile,paid_search,DE
1569,336,2025-07-28 17:09:22,mobile,organic,SG
1570,184,2023-07-08 12:05:23,mobile,organic,SG
1571,419,2025-04-10 01:32:19,mobile,paid_search,BR
1572,256,2024-12-25 19:29:27,mobile,paid_search,UK
1573,42,2024-06-01 15:08:44,desktop,referral,US
1574,153,2023-11-20 03:28:23,mobile,paid_search,US
1575,420,2023-12-26 21:11:10,mobile,direct,DE
1576,377,2024-05-16 19:19:06,mobile,organic,AU
1577,331,2025-06-01 16:24:19,mobile,paid_search,IN
1578,237,2024-02-15 18:35:47,mobile,paid_social,AU
1579,526,2023-12-31 05:00:44,mobile,direct,US
1580,48,2023-07-30 10:34:59,mobile,referral,AU
1581,197,2023-07-10 10:51:06,mobile,paid_search,AU
1582,290,2024-05-14 00:15:38,mobile,referral,FR
1583,304,2025-09-24 17:36:57,mobile,direct,SG
1584,560,2024-03-10 03:11:23,desktop,direct,US
1585,477,2024-07-29 21:27:57,mobile,direct,US
1586,368,2024-07-19 02:00:43,desktop,paid_search,SG
1587,317,2024-06-23 06:44:32,mobile,paid_search,BR
1588,75,2024-08-17 22:35:06,mobile,organic,SG
1589,184,2024-02-11 14:49:06,desktop,paid_social,SG
1590,512,2024-07-06 09:18:07,tablet,paid_search,US
1591,210,2024-07-10 09:12:56,desktop,direct,AU
1592,82,2025-02-15 03:31:44,mobile,organic,SG
1593,253,2025-04-05 11:25:14,desktop,email,NL
1594,301,2024-08-19 19:59:50,desktop,organic,US
1595,232,2024-09-29 15:23:37,desktop,direct,BR
1596,496,2025-07-21 20:17:29,mobile,organic,IN
1597,154,2024-12-10 08:39:44,mobile,referral,US
1598,596,2024-07-14 04:09:47,desktop,paid_search,US
1599,157,2023-11-29 14:21:18,desktop,organic,US
1600,352,2023-10-04 07:53:58,mobile,referral,FR
1601,543,2023-05-20 03:52:46,mobile,direct,DE
1602,377,2025-05-15 14:27:47,mobile,organic,AU
1603,394,2023-02-01 09:21:06,desktop,paid_search,CA
1604,206,2025-08-19 19:51:47,desktop,organic,FR
1605,242,2025-07-08 07:17:59,mobile,direct,US
1606,172,2024-04-02 19:07:21,mobile,organic,IN
1607,600,2025-08-13 06:52:40,mobile,paid_search,FR
1608,595,2025-03-09 12:22:22,desktop,paid_search,IN
1609,524,2024-06-20 19:53:47,tablet,organic,US
1610,538,2023-12-11 11:48:14,mobile,paid_search,US
1611,582,2024-11-30 02:51:32,mobile,direct,FR
1612,465,2025-03-19 10:38:34,desktop,organic,US
1613,505,2023-12-31 09:36:32,mobile,organic,NL
1614,108,2025-06-26 14:23:25,mobile,email,US
1615,569,2023-01-21 23:38:52,desktop,paid_search,US
1616,229,2023-06-09 22:07:12,mobile,paid_social,IN
1617,497,2025-08-10 22:19:28,mobile,referral,CA
1618,138,2023-06-22 04:13:57,desktop,organic,DE
1619,201,2023-06-30 16:33:40,desktop,organic,US
1620,476,2023-02-28 11:27:59,desktop,referral,US
1621,106,2025-03-18 13:20:29,desktop,paid_social,US
1622,541,2024-10-01 07:59:06,mobile,organic,US
1623,439,2024-03-05 17:51:15,tablet,email,US
1624,399,2025-10-13 07:30:25,mobile,organic,UK
1625,359,2023-07-24 08:01:18,mobile,organic,BR
1626,316,2024-02-02 06:41:45,mobile,direct,BR
1627,238,2025-03-26 16:33:15,mobile,organic,IN
1628,595,2025-03-13 22:07:38,mobile,paid_social,IN
1629,436,2023-10-21 18:30:05,tablet,paid_search,US
1630,168,2023-05-30 17:06:53,mobile,organic,US
1631,471,2025-04-17 20:47:49,desktop,organic,DE
1632,578,2025-12-12 14:43:06,desktop,paid_social,UK
1633,394,2025-05-04 06:02:47,desktop,referral,CA
1634,9,2025-07-16 05:39:52,desktop,paid_search,BR
1635,249,2024-03-21 21:53:40,desktop,paid_search,US
1636,467,2025-07-21 16:59:13,mobile,organic,DE
1637,81,2025-01-25 20:08:47,mobile,paid_search,US
1638,369,2025-04-02 14:55:50,mobile,direct,SG
1639,390,2025-07-08 07:04:51,desktop,referral,CA
1640,124,2024-05-23 22:56:19,desktop,paid_search,UK
1641,246,2024-07-14 08:46:35,desktop,referral,IN
1642,80,2025-01-11 21:21:52,desktop,organic,AU
1643,194,2025-03-07 20:59:09,desktop,organic,BR
1644,128,2025-06-04 00:56:18,desktop,paid_social,NL
1645,200,2025-10-02 21:38:01,mobile,direct,US
1646,90,2024-11-06 08:49:59,mobile,paid_social,BR
1647,399,2023-09-09 04:21:47,mobile,organic,UK
1648,254,2024-06-10 17:38:21,mobile,organic,US
1649,361,2023-04-05 05:08:37,desktop,organic,CA
1650,101,2025-11-28 08:46:13,mobile,referral,AU
1651,309,2023-06-01 13:47:21,desktop,referral,CA
1652,337,2023-01-22 00:01:11,tablet,paid_social,NL
1653,592,2024-04-06 23:35:43,mobile,paid_search,UK
1654,163,2025-08-03 18:07:41,desktop,referral,SG
1655,275,2023-03-06 02:34:15,desktop,paid_search,FR
1656,397,2023-07-04 14:20:49,mobile,paid_search,IN
1657,390,2025-04-01 14:00:15,desktop,paid_search,CA
1658,520,2025-04-22 18:43:50,mobile,paid_search,IN
1659,359,2023-05-21 22:55:34,desktop,paid_search,BR
1660,596,2023-02-20 20:36:00,mobile,email,US
1661,177,2025-10-10 08:54:04,mobile,paid_search,UK
1662,201,2025-09-17 04:29:32,mobile,referral,US
1663,554,2024-10-28 19:58:09,mobile,email,US
1664,195,2024-05-21 05:43:55,desktop,paid_search,IN
1665,559,2023-07-08 01:37:44,desktop,direct,SG
1666,444,2025-06-10 22:29:39,desktop,paid_social,IN
1667,384,2023-11-29 05:45:32,mobile,direct,BR
1668,118,2024-09-12 20:44:58,desktop,referral,DE
1669,366,2023-07-10 01:15:16,tablet,direct,FR
1670,44,2023-09-15 04:03:43,mobile,direct,US
1671,559,2025-05-07 19:31:22,mobile,direct,SG
1672,120,2024-01-05 00:52:27,mobile,paid_search,US
1673,159,2023-12-09 13:59:21,mobile,email,IN
1674,98,2025-05-17 06:13:54,desktop,direct,FR
1675,196,2024-02-26 05:44:07,desktop,organic,US
1676,185,2024-04-20 12:46:52,mobile,paid_search,SG
1677,125,2023-05-31 23:36:31,desktop,referral,BR
1678,193,2023-04-12 08:11:35,desktop,paid_social,IN
1679,102,2025-06-30 18:34:47,desktop,organic,FR
1680,387,2023-02-26 08:00:16,mobile,organic,US
1681,381,2023-01-18 21:19:28,mobile,paid_search,SG
1682,377,2025-02-08 04:24:34,desktop,direct,AU
1683,232,2024-01-25 01:42:51,desktop,organic,BR
1684,399,2024-11-10 12:22:31,desktop,email,UK
1685,11,2023-05-24 07:50:56,mobile,paid_social,UK
1686,322,2023-10-30 21:37:09,mobile,paid_social,CA
1687,517,2024-03-19 00:15:06,desktop,organic,BR
1688,322,2023-09-14 22:51:58,desktop,paid_search,CA
1689,235,2025-03-29 09:31:14,desktop,paid_search,AU
1690,158,2025-11-18 17:06:31,desktop,organic,UK
1691,442,2024-10-14 12:15:51,mobile,direct,US
1692,595,2023-02-15 05:54:00,desktop,referral,IN
1693,2,2024-01-20 16:33:51,desktop,paid_social,UK
1694,564,2025-08-27 10:42:25,mobile,direct,CA
1695,415,2023-11-19 18:03:25,mobile,organic,US
1696,536,2024-02-27 00:55:13,mobile,paid_social,SG
1697,1,2023-07-30 20:11:41,desktop,paid_search,US
1698,315,2023-08-24 11:30:28,mobile,paid_social,IN
1699,482,2023-11-27 06:21:28,mobile,paid_search,US
1700,190,2025-08-25 09:06:20,mobile,paid_search,SG
1701,137,2024-04-27 08:49:24,mobile,direct,US
1702,170,2023-07-18 17:34:10,desktop,email,IN
1703,548,2025-12-28 13:12:03,desktop,organic,UK
1704,384,2024-05-08 23:24:59,mobile,email,BR
1705,432,2023-04-15 20:15:05,desktop,email,US
1706,466,2023-04-06 00:04:56,mobile,organic,FR
1707,232,2025-02-03 09:06:15,mobile,referral,BR
1708,190,2025-01-15 05:15:06,mobile,organic,SG
